file,timestamp,variant,latency_mode,prefix_caching_enabled,concurrency,pp,tg,n,mean,median,std,min,max
result-20260508-192400-fusedo-qkgemm-alias-kpack2-n3.json,2026-05-09 02:28:11Z,fusedo-qkgemm-alias-kpack2,api,False,1,2048,32,3,3318.3182562658526,3313.2250553105623,7.479085098367267,3312.83680910508,3328.8929043819153
result-20260508-192900-fusedo-qkgemm-alias-kpack2-n30.json,2026-05-09 02:36:28Z,fusedo-qkgemm-alias-kpack2,api,False,1,2048,32,30,3101.5549406711666,3175.794603026653,170.74498887138066,2504.0738105078703,3242.272875994507
result-20260508-194000-fusedo-qkgemm-alias-kpack2-warm10-n5.json,2026-05-09 02:44:12Z,fusedo-qkgemm-alias-kpack2-warm10,api,False,1,2048,32,5,3181.355057003674,3192.387734378997,36.37096790201688,3139.633569079812,3236.1155679968606
result-20260508-194800-alias-kpack2-nographmem-n5.json,2026-05-09 02:51:23Z,alias-kpack2-nographmem,api,False,1,2048,32,5,3300.7450614768495,3299.8356861364387,9.219331071412519,3288.21318811257,3316.6239608565875
result-20260508-200800-alias-kpack2-nographmem-n30.json,2026-05-09 03:08:53Z,alias-kpack2-nographmem,api,False,1,2048,32,30,3299.6021774717733,3300.9583783223393,14.148919976085153,3260.743911812287,3325.6454750646003
result-20260508-201500-alias-kpack2-nographmem-n30.json,2026-05-09 03:17:46Z,alias-kpack2-nographmem,api,False,1,2048,32,30,3126.936521671043,3183.4029181365177,141.52951783587724,2645.176026120046,3282.7468948753967
result-20260508-202200-alias-kpack2-nographmem-warm10-n30.json,2026-05-09 03:27:04Z,alias-kpack2-nographmem-warm10,api,False,1,2048,32,30,3198.074566679262,3201.343358241981,32.99081817671854,3125.488159794536,3269.9677319555553
result-20260508-203300-alias-kpack2-nographmem-gpu9033-n5.json,2026-05-09 03:34:27Z,alias-kpack2-nographmem-gpu9033,api,False,1,2048,32,5,3002.885151361747,3003.1957344593525,121.90605583651165,2817.085737441213,3188.0559392355212
result-20260508-204000-alias-nographmem-n5.json,2026-05-09 03:41:39Z,alias-nographmem,api,False,1,2048,32,5,2908.706051524573,2915.042671978418,129.41253759441963,2701.63891538068,3090.7461837183378
result-20260508-204700-alias-kpack2-fullrow-n3.json,2026-05-09 03:51:32Z,alias-kpack2-fullrow,api,False,1,2048,32,3,2879.4528010713634,2916.3457253808347,82.02206399335914,2765.7665752959747,2956.2461025372795
result-20260508-205500-alias-kpack2-preheated-nographmem-n30.json,2026-05-09 04:04:33Z,alias-kpack2-preheated-nographmem,api,False,1,2048,32,30,3094.7087908589215,3153.4667923418997,146.64488209594728,2686.810638490207,3287.1473390171172
result-20260508-211000-alias-kpack2-shortfast-nograph-n5.json,2026-05-09 04:13:17Z,alias-kpack2-shortfast-nograph,api,False,1,2048,32,5,2943.935571306802,2950.744344432234,79.06825225594893,2819.1093010630466,3067.3515520481055
result-20260508-212400-alias-kpack2-fstateempty-nograph-n3.json,2026-05-09 04:28:17Z,alias-kpack2-fstateempty-nograph,api,False,1,2048,32,3,2837.6189275615325,2797.007111053303,65.47402052192382,2785.8604110633164,2929.9892605679784
result-20260509-000500-alias-kpack2-nograph-latgen-n5.json,2026-05-09 04:38:30Z,alias-kpack2-nograph,generation,False,1,2048,32,5,4061.857576411128,4054.9873571719213,12.643501254454074,4051.7490118513897,4085.7665639973507
result-20260509-001200-alias-kpack2-nograph-latgen-n30.json,2026-05-09 04:46:11Z,alias-kpack2-nograph,generation,False,1,2048,32,30,4047.520674707703,4049.2357036414114,22.055347776416454,3986.107348043313,4092.352168408667
result-20260509-002100-alias-kpack2-script-latgen-n30.json,2026-05-09 04:55:10Z,alias-kpack2-script,generation,False,1,2048,32,30,3793.9857232864,3835.4363443561556,159.59714887515514,3300.877964864306,4010.5103719528033
result-20260509-022259-bdv128-api-n3.json,2026-05-09 09:28:13Z,bdv128,api,False,1,2048,32,3,3290.418327776346,3286.163633727916,9.288238495270285,3281.7832287294664,3303.308120871656
result-20260509-022819-wgwait1-api-n3.json,2026-05-09 09:34:09Z,wgwait1,api,False,1,2048,32,3,2761.7725438631737,2800.277039471245,105.65786664625456,2617.486580446778,2867.5540116714988
result-20260509-023415-wgwait2-api-n3.json,2026-05-09 09:39:49Z,wgwait2,api,False,1,2048,32,3,2814.2115875752947,2829.362483558484,56.06524245294268,2739.2358066457928,2874.036472521608
result-20260509-024218-bdv128cap-api-n3.json,2026-05-09 09:47:48Z,bdv128cap,api,False,1,2048,32,3,2865.9900268225215,2921.626456065904,112.80504322462865,2708.688579807018,2967.655044594643
result-20260509-024832-alias-kpack2-nograph-lock3003-api-n5.json,2026-05-09 09:54:05Z,alias-kpack2-nograph-lock3003,api,False,1,2048,32,5,2981.2890162104086,3002.0139108067306,99.677322793733,2807.8550321021617,3105.943071345131
result-20260509-025649-alias-kpack2-fsdirect-api-n3.json,2026-05-09 10:02:19Z,alias-kpack2-fsdirect,api,False,1,2048,32,3,2844.7258634362624,2850.06662536143,62.70523292327979,2765.3969764193066,2918.7139885280503
result-20260509-030454-alias-kpack2-ohgemm-api-n3.json,2026-05-09 10:10:25Z,alias-kpack2-ohgemm,api,False,1,2048,32,3,2877.248744181408,2864.5327777144985,77.83979467899296,2788.911011560812,2978.302443268912
result-20260509-031112-alias-kpack2-nograph-api-n30-fresh.json,2026-05-09 10:18:05Z,alias-kpack2-nograph-n30,api,False,1,2048,32,30,3153.1254690213605,3188.448311770515,104.1187420767707,2852.9303587219115,3281.608826555197
result-20260509-031955-alias-kpack2-localgemm-api-n3.json,2026-05-09 10:25:33Z,alias-kpack2-localgemm,api,False,1,2048,32,3,2848.995514190594,2919.578640166935,128.78419246477716,2668.3025444390664,2959.1053579657796
result-20260509-033124-alias-kpack2-nograph-compilesize1-api-n3-rerun.json,2026-05-09 10:37:41Z,alias-kpack2-nograph-compilesize1-n3-rerun,api,False,1,2048,32,3,2845.8646434346033,2835.3873800796405,59.96587935920726,2778.2230291916185,2923.98352103255
result-20260509-034001-alias-kpack2-nobaro-api-n5.json,2026-05-09 10:44:59Z,alias-kpack2-nobaro,api,False,1,2048,32,5,3304.466540261601,3306.720614810342,6.022228087893515,3295.80124978002,3312.3023095631684
result-20260509-034541-alias-kpack2-nobaro-api-n30.json,2026-05-09 10:51:48Z,alias-kpack2-nobaro,api,False,1,2048,32,30,3315.9676412971107,3315.4980176408326,10.305973182328897,3294.5744437385347,3340.3987329331135
result-20260509-1202-nobaro2-api-n3.json,2026-05-09 19:02:02Z,nobaro2,api,False,1,2048,32,3,3302.703747246329,3305.1302242613797,3.7732196791160844,3297.3746932555878,3305.6063242220184
result-20260509-1212-fastpack-api-n3.json,2026-05-09 19:09:00Z,fastpack,api,False,1,2048,32,3,3317.9037704389825,3306.5319566605067,17.418737357152498,3304.665354217025,3342.5140004394166
result-20260509-1220-metanosync-api-n3.json,2026-05-09 19:15:44Z,metanosync,api,False,1,2048,32,3,3334.843642270322,3334.9470555273283,12.08844721876476,3319.986942784171,3349.5969284994662
result-20260509-1230-singlechunk-api-n3.json,2026-05-09 19:22:36Z,singlechunk,api,False,1,2048,32,3,3297.642786282646,3297.5329481627236,0.9017789186856437,3296.5973601613855,3298.798050523829
result-20260509-1240-metafallback-api-n3.json,2026-05-09 19:30:43Z,metafallback,api,False,1,2048,32,3,3309.495429724753,3316.311210332313,13.652610186182025,3290.443067605793,3321.732011236154
result-20260509-1312-fullnonvarlen-api-n3.json,2026-05-09 19:45:36Z,fullnonvarlen,api,False,1,2048,32,3,3041.7371624699226,2936.240299490756,179.84874141356562,2894.058141727454,3294.9130461915584
result-20260509-1322-preopsdense-api-n3.json,2026-05-09 19:51:58Z,preopsdense,api,False,1,2048,32,3,3294.9602255245754,3298.7834618766497,6.121230128059821,3286.322439400283,3299.7747752967935
result-20260509-1330-kktalias-api-n3.json,2026-05-09 19:58:48Z,kktalias,api,False,1,2048,32,3,3309.2066419425823,3306.9083663817128,6.953885264781235,3302.0748843910887,3318.6366750549446
result-20260509-1342-kktv1k2-api-n3.json,2026-05-09 20:05:06Z,kktv1k2,api,False,1,2048,32,3,3321.042876179647,3326.811577436889,9.453341361650823,3307.7139069029677,3328.6031441990845
result-20260509-1420-metanobaro2-api-n3.json,2026-05-09 20:20:14Z,metanobaro2,api,False,1,2048,32,3,3287.758774158718,3288.801252688982,1.946428051736772,3285.0312252765257,3289.443844510648
result-20260509-1434-cumsumfold-api-n3.json,2026-05-09 20:28:51Z,cumsumfold,api,False,1,2048,32,3,3281.6315507395884,3280.9508120513246,8.65208526138224,3271.3917350577362,3292.5521051097053
result-20260509-1512-abeta-api-n3.json,2026-05-09 20:38:38Z,abeta,api,False,1,2048,32,3,3327.615567446981,3328.806695359447,9.124076032226489,3315.893051712076,3338.1469552694193
result-20260509-1522-abetafold-api-n3.json,2026-05-09 20:45:53Z,abetafold,api,False,1,2048,32,3,3313.1474153018576,3310.7418050511137,4.237464913502619,3309.5969118078697,3319.10352904659
result-20260509-1530-noinit-api-n3.json,2026-05-09 20:53:24Z,noinit,api,False,1,2048,32,3,3302.9849736624833,3300.363995987307,4.195944317280505,3299.684954926035,3308.905970074108
result-20260509-1615-bdv32-api-n3.json,2026-05-09 21:08:47Z,bdv32,api,False,1,2048,32,3,3264.5176009278753,3267.406704922942,8.64013349716023,3252.791139144101,3273.3549587165826
result-20260509-1637-noprefillstate2-api-n3.json,2026-05-09 21:19:01Z,noprefillstate2,api,False,1,2048,32,3,2746.6140849058193,2734.037196416756,53.78543128385526,2687.935804324978,2817.869253975724
result-20260509-1754-pgkpack2-api-n3.json,2026-05-09 21:49:52Z,pgkpack2,api,False,1,2048,32,3,3304.1607809455422,3305.0163130874603,6.237692597423617,3296.1294458457955,3311.336583903371
result-20260509-1811-onreg160-api-n3.json,2026-05-09 21:57:34Z,onreg160,api,False,1,2048,32,3,3285.0147291199996,3287.6937311927236,5.695874005162936,3277.0963465719524,3290.2541095953225
result-20260509-1823-onreg96-api-n3.json,2026-05-09 22:03:57Z,onreg96,api,False,1,2048,32,3,3286.8000518682716,3295.995097194494,17.295362882066907,3262.5739092353283,3301.8311491749932
result-20260509-1838-vdkpack2-api-n3.json,2026-05-09 22:11:17Z,vdkpack2,api,False,1,2048,32,3,3306.524794731658,3316.7905708580324,14.963159266514163,3285.3667831667635,3317.4170301701784
result-20260509-1848-statekpack2-api-n3.json,2026-05-09 22:18:15Z,statekpack2,api,False,1,2048,32,3,3299.9836434499825,3302.113167522668,4.911822812297648,3293.1928137903046,3304.6449490369737
result-20260509-1918-norawdummy-api-n3.json,2026-05-09 22:32:00Z,norawdummy,api,False,1,2048,32,3,3283.1161467685583,3286.2116923665585,5.180316409871773,3275.8180074379707,3287.3187405011467
result-20260509-1943-noharg2-api-n3.json,2026-05-09 22:45:13Z,noharg2,api,False,1,2048,32,3,3301.3937632794627,3305.3693270525164,7.290295664766028,3291.167730010856,3307.6442327750165
result-20260509-2000-oonly-api-n3.json,2026-05-09 22:55:35Z,oonly,api,False,1,2048,32,3,2860.211259542273,2844.053194783533,27.872947257018684,2837.1528628269334,2899.427721016353
result-20260509-2140-emptyout-api-n3.json,2026-05-09 23:29:56Z,emptyout,api,False,1,2048,32,3,3345.5564878925347,3355.934922704207,14.821328003400037,3324.5962935410093,3356.1382474323873
result-20260509-2150-directfq-api-n3.json,2026-05-09 23:38:12Z,directfq,api,False,1,2048,32,3,3327.549585748551,3322.460036653107,8.21587430797214,3321.0487396171598,3339.1399809753857
result-20260509-2200-baview-api-n3.json,2026-05-09 23:46:11Z,baview,api,False,1,2048,32,3,2951.9545368427775,2885.1669177424346,150.17513340180653,2810.753339335026,3159.943353450872
result-20260509-2210-emptyoutcg0-api-n3.json,2026-05-09 23:53:08Z,emptyoutcg0,api,False,1,2048,32,3,2892.1046432455064,2918.829585886613,38.86585835365456,2837.146913794108,2920.3374300558
result-20260510-0014-outbuf2-api-n3.json,2026-05-10 00:07:27Z,outbuf2,api,False,1,2048,32,3,2907.1340870506433,2987.4482535756665,150.4311534839259,2696.3706618799256,3037.5833456963387
result-20260510-0026-nogfrag-api-n3.json,2026-05-10 00:16:48Z,nogfrag,api,False,1,2048,32,3,2921.23512215884,2948.2730591575523,43.0582749640374,2860.464327912131,2954.9679794068375
result-20260510-0040-gcumsum-api-n3.json,2026-05-10 00:26:01Z,gcumsum,api,False,1,2048,32,3,3045.580492376663,2916.7693460929386,194.23273092937848,2899.8782429815456,3320.093888055506
result-20260510-0112-statecache3-api-n3.json,2026-05-10 00:47:39Z,statecache3,api,False,1,2048,32,3,2951.4515240064234,2993.5825710131026,128.79183881224677,2776.926762346659,3083.845238659509
result-20260510-0215-abetaempty-api-n3.json,2026-05-10 01:09:59Z,abetaempty,api,False,1,2048,32,3,3339.6303556185394,3333.235400425842,11.773250664678871,3329.5145857567136,3356.1410806730623
result-20260510-0218-zerostate-api-n3.json,2026-05-10 02:20:59Z,zerostate,api,False,1,2048,32,3,2789.2409015379144,2704.979977365046,198.56111571684994,2599.3910896672055,3063.351637581491
result-20260510-0228-postconvbt32-api-n3.json,2026-05-10 02:29:12Z,postconvbt32,api,False,1,2048,32,3,2854.3225155313316,2840.1705505092323,28.019769554351765,2829.3445958879097,2893.4524001968525
result-20260510-0230-nooshared64-api-n3.json,2026-05-10 01:19:03Z,nooshared64,api,False,1,2048,32,3,3346.9146068803807,3343.871866330839,4.703358105799844,3343.3136082043425,3353.558346105962
result-20260510-0232-postconvbt8-api-n3.json,2026-05-10 02:35:44Z,postconvbt8,api,False,1,2048,32,3,2628.70784945775,2626.9554612026122,118.2874579296777,2484.7200352645827,2774.4480519060553
result-20260510-0238-noovn64-api-n3.json,2026-05-10 01:27:03Z,noovn64,api,False,1,2048,32,3,2732.632697996565,2708.787026753867,108.24745499468757,2613.598268674425,2875.5127985614035
result-20260510-0255-abetanooshared64-api-n3.json,2026-05-10 01:35:22Z,abetanooshared64,api,False,1,2048,32,3,2890.3566140646994,2897.608065767143,276.6665535150753,2547.943144800259,3225.5186316266945
result-20260510-0339-pgsharedfill-api-n3.json,2026-05-10 01:44:17Z,pgsharedfill,api,False,1,2048,32,3,2703.3944074300257,2680.900154684607,144.7424516558945,2538.442576904269,2890.8404907012005
result-20260510-0350-statevh-api-n3.json,2026-05-10 01:53:08Z,statevh,api,False,1,2048,32,3,2715.4837878675453,2761.3083853653848,151.5343543890041,2511.2731975153697,2873.8697807218814
result-20260510-0410-metanobaro2emptyfast-api-n3.json,2026-05-10 02:01:56Z,metanobaro2emptyfast,api,False,1,2048,32,3,2840.535347722551,2838.1595350417506,99.52638292555874,2719.846193124697,2963.600315001204
result-20260510-0500-norminplace-api-n3.json,2026-05-10 03:04:50Z,norminplace,api,False,1,2048,32,3,2861.17743414655,2853.418048615291,179.90433644071192,2644.8227078097325,3085.2915460146264
result-20260510-0520-mambanorminplace2-api-n3.json,2026-05-10 03:15:00Z,mambanorminplace2,api,False,1,2048,32,3,3108.4516776757173,3108.6231467001217,2.407435353908051,3105.4211908385955,3111.3106954884356
result-20260510-0530-norstd-api-n3.json,2026-05-10 03:21:44Z,norstd,api,False,1,2048,32,3,3320.87508731547,3320.273206651991,8.280533047308019,3311.0478912899357,3331.304164004484
result-20260510-0600-convprep2-api-n3.json,2026-05-10 03:40:34Z,convprep2,api,False,1,2048,32,3,2916.4683091963548,2759.5745543461258,247.20296220018156,2724.356100565274,3265.474272677665
result-20260510-0615-convprep2bt8-api-n3.json,2026-05-10 03:47:30Z,convprep2bt8,api,False,1,2048,32,3,2850.1600542766314,2854.888730224233,149.66617756021006,2664.538583355533,3031.0528492501276
result-20260510-0632-zerobuf-api-n3.json,2026-05-10 03:59:27Z,zerobuf,api,False,1,2048,32,3,2769.724794783431,2765.019046860261,40.04459519750879,2723.2028658383933,2820.9524716516385
result-20260510-0648-beta16-api-n3.json,2026-05-10 04:07:15Z,beta16,api,False,1,2048,32,3,2921.440971567135,2943.168120012473,55.62404340628708,2845.102214468643,2976.0525802202887
result-20260510-0712-nobar2-api-n3.json,2026-05-10 04:14:45Z,nobar2,api,False,1,2048,32,3,2661.446951219464,2767.7310277135257,173.51042829835717,2416.7675160879803,2799.8423098568855
